VCD info: dumpfile alu.vcd opened for output.
***************************************************
*             PATTERN RESULT TABLE                *
***************************************************
* PATTERN *              Result             * ZCV *
***************************************************
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=0, a_in=0, b_in=0, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=0, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=0, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=0, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=0, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=0, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=0, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=0, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=0, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=0, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=0, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=0, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=0, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=0, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=0, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=1, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=0, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=0, result=0, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=0, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=0
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=1, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=0, cin=1, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=0, b_in=1, cin=0, result=1, cout=1
DEBUG 1bit SUB: Ainvert=0, Binvert=1, a_in=1, b_in=0, cin=1, result=0, cout=0
